ParticipantID,BirthDate,Education,Institution,Ethnicity,Gender,Language,Major,Order,Condition,Passage,PassageType,Session,Question,QuestionType,PretestRecognition,Recognition,Readability,Learnability
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ1,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ2,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ2,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ2,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ3,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ3,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ3,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ4,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ4,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ4,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ5,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ5,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ5,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ6,Factual,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ6,Factual,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ6,Factual,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ7,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ7,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ7,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ8,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ8,Inferential,0,1,Hybrid Map,Hybrid Map
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ8,Inferential,0,1,Hybrid Map,Hybrid Map
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,0,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ0,Inferential,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,0,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ1,Factual,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,0,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ2,Inferential,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,0,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ3,Inferential,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,0,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ4,Inferential,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,0,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ5,Inferential,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,0,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ6,Factual,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,0,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ7,Factual,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,0,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ8,Inferential,0,0,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,0,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ9,Factual,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,1,Linear Text,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ0,Inferential,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,1,Linear Text,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ1,Inferential,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,1,Linear Text,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ2,Inferential,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,1,Linear Text,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ3,Inferential,0,0,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,1,Linear Text,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ4,Inferential,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,1,Linear Text,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ5,Inferential,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,1,Linear Text,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ6,Factual,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,1,Linear Text,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ7,Inferential,0,1,Linear Text,Both
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,1,Linear Text,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ8,Inferential,0,1,Linear Text,Both
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ0,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ0,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ0,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ1,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ1,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ1,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ2,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ2,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ2,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ3,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ3,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ3,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ4,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ4,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ4,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ5,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ5,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ5,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ6,Factual,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ6,Factual,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ6,Factual,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ7,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ7,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ7,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,Immediately,lmGQvzSit4LBTj1ZptotQ8,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 3 Days,lmGQvzSit4LBTj1ZptotQ8,Inferential,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,After 1 Week,lmGQvzSit4LBTj1ZptotQ8,Inferential,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ0,Inferential,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 3 Days,6rc4k1su3txN6ZK4CJ0hQ0,Inferential,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 1 Week,6rc4k1su3txN6ZK4CJ0hQ0,Inferential,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ1,Factual,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 3 Days,6rc4k1su3txN6ZK4CJ0hQ1,Factual,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 1 Week,6rc4k1su3txN6ZK4CJ0hQ1,Factual,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ2,Inferential,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 3 Days,6rc4k1su3txN6ZK4CJ0hQ2,Inferential,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 1 Week,6rc4k1su3txN6ZK4CJ0hQ2,Inferential,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ3,Inferential,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 3 Days,6rc4k1su3txN6ZK4CJ0hQ3,Inferential,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 1 Week,6rc4k1su3txN6ZK4CJ0hQ3,Inferential,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ4,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 3 Days,6rc4k1su3txN6ZK4CJ0hQ4,Inferential,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 1 Week,6rc4k1su3txN6ZK4CJ0hQ4,Inferential,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ5,Inferential,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 3 Days,6rc4k1su3txN6ZK4CJ0hQ5,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 1 Week,6rc4k1su3txN6ZK4CJ0hQ5,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ6,Factual,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 3 Days,6rc4k1su3txN6ZK4CJ0hQ6,Factual,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 1 Week,6rc4k1su3txN6ZK4CJ0hQ6,Factual,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ7,Factual,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 3 Days,6rc4k1su3txN6ZK4CJ0hQ7,Factual,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 1 Week,6rc4k1su3txN6ZK4CJ0hQ7,Factual,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ8,Inferential,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 3 Days,6rc4k1su3txN6ZK4CJ0hQ8,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 1 Week,6rc4k1su3txN6ZK4CJ0hQ8,Inferential,0,1,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ9,Factual,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 3 Days,6rc4k1su3txN6ZK4CJ0hQ9,Factual,0,0,Hybrid Map,Linear Text
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,After 1 Week,6rc4k1su3txN6ZK4CJ0hQ9,Factual,0,0,Hybrid Map,Linear Text
6,1999-06-14,"Master's degree (MS, MA, ME, MBA, MPH, ...)",,Hispanic or Latino,Male,English,Cognitive Science and Biopsychology,0,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ0,Inferential,0,1,Hybrid Map,Hybrid Map
6,1999-06-14,"Master's degree (MS, MA, ME, MBA, MPH, ...)",,Hispanic or Latino,Male,English,Cognitive Science and Biopsychology,0,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,Immediately,6rc4k1su3txN6ZK4CJ0hQ1,Factual,0,1,Hybrid Map,Hybrid Map
